UTC,Year,Month,Day,h,Min,S21 Res<1.3,S22 Res>=1.3,gas ,COP,electrische eff,opbrengst PV,,,
01/01/2021 00:00,2021,1,1,1,0,2.90E-05,6.86E-05,2.79E-05,4.00E+00,1.00E+00,0.000286303,,,2436.153436
01/01/2021 00:15,2021,1,1,1,15,2.79E-05,5.86E-05,2.79E-05,4.00E+00,1.00E+00,0.000369461,,,
01/01/2021 00:30,2021,1,1,1,30,2.68E-05,5.60E-05,2.79E-05,4.00E+00,1.00E+00,0,,,
01/01/2021 00:45,2021,1,1,1,45,2.71E-05,0.000052554,2.79E-05,4.00E+00,1.00E+00,0,,,
01/01/2021 01:00,2021,1,1,2,0,2.61E-05,5.13E-05,2.79E-05,4.00E+00,1.00E+00,0,,,
01/01/2021 01:15,2021,1,1,2,15,2.52E-05,4.90E-05,2.79E-05,4.00E+00,1.00E+00,0,,,
01/01/2021 01:30,2021,1,1,2,30,2.49E-05,4.73E-05,2.79E-05,4.00E+00,1.00E+00,0,,,
01/01/2021 01:45,2021,1,1,2,45,2.37E-05,4.66E-05,2.79E-05,4.00E+00,1.00E+00,0,,,
01/01/2021 02:00,2021,1,1,3,0,2.25E-05,4.45E-05,2.91E-05,4.00E+00,1.00E+00,0,,,
01/01/2021 02:15,2021,1,1,3,15,2.20E-05,4.34E-05,2.91E-05,4.00E+00,1.00E+00,0.000310319,,,
01/01/2021 02:30,2021,1,1,3,30,2.07E-05,4.24E-05,2.91E-05,4.00E+00,1.00E+00,0.000330802,,,
01/01/2021 02:45,2021,1,1,3,45,1.94E-05,4.31E-05,2.91E-05,4.00E+00,1.00E+00,0.000324722,,,
01/01/2021 03:00,2021,1,1,4,0,1.92E-05,4.17E-05,3.24E-05,4.00E+00,1.00E+00,0,,,
01/01/2021 03:15,2021,1,1,4,15,1.91E-05,3.96E-05,3.24E-05,4.00E+00,1.00E+00,0.000143101,,,
01/01/2021 03:30,2021,1,1,4,30,1.91E-05,3.85E-05,3.24E-05,4.00E+00,1.00E+00,0,,,
01/01/2021 03:45,2021,1,1,4,45,1.86E-05,3.86E-05,3.24E-05,4.00E+00,1.00E+00,0,,,
01/01/2021 04:00,2021,1,1,5,0,1.80E-05,4.01E-05,3.81E-05,4.00E+00,1.00E+00,0.00012676,,,
01/01/2021 04:15,2021,1,1,5,15,1.74E-05,4.19E-05,3.81E-05,4.00E+00,1.00E+00,0.000129207,,,
01/01/2021 04:30,2021,1,1,5,30,1.71E-05,4.11E-05,3.81E-05,4.00E+00,1.00E+00,0.000166842,,,
01/01/2021 04:45,2021,1,1,5,45,1.67E-05,3.90E-05,3.81E-05,4.00E+00,1.00E+00,0.000108388,,,
01/01/2021 05:00,2021,1,1,6,0,1.75E-05,3.92E-05,8.16E-05,4.00E+00,1.00E+00,0.000158312,,,
01/01/2021 05:15,2021,1,1,6,15,1.74E-05,3.68E-05,8.16E-05,4.00E+00,1.00E+00,0,,,
01/01/2021 05:30,2021,1,1,6,30,0.000017049,3.47E-05,8.16E-05,4.00E+00,1.00E+00,0,,,
01/01/2021 05:45,2021,1,1,6,45,1.69E-05,3.02E-05,8.16E-05,4.00E+00,1.00E+00,0,,,
01/01/2021 06:00,2021,1,1,7,0,1.67E-05,2.07E-05,9.10E-05,4.00E+00,1.00E+00,0,,,
01/01/2021 06:15,2021,1,1,7,15,1.74E-05,1.91E-05,9.10E-05,4.00E+00,1.00E+00,0,,,
01/01/2021 06:30,2021,1,1,7,30,1.89E-05,2.33E-05,9.10E-05,4.00E+00,1.00E+00,0,,,
01/01/2021 06:45,2021,1,1,7,45,2.01E-05,2.53E-05,9.10E-05,4.00E+00,1.00E+00,7.27936E-05,,,
01/01/2021 07:00,2021,1,1,8,0,2.30E-05,2.41E-05,8.58E-05,4.00E+00,1.00E+00,0,,,
01/01/2021 07:15,2021,1,1,8,15,2.52E-05,2.70E-05,8.58E-05,4.00E+00,1.00E+00,6.65362E-05,,,
01/01/2021 07:30,2021,1,1,8,30,2.73E-05,0.000029797,8.58E-05,4.00E+00,1.00E+00,0,,,
01/01/2021 07:45,2021,1,1,8,45,2.80E-05,3.14E-05,8.58E-05,4.00E+00,1.00E+00,2.39866E-05,,,
01/01/2021 08:00,2021,1,1,9,0,3.03E-05,3.33E-05,7.91E-05,4.00E+00,1.00E+00,3.72857E-05,,,
01/01/2021 08:15,2021,1,1,9,15,3.21E-05,3.36E-05,7.91E-05,4.00E+00,1.00E+00,3.95215E-05,,,
01/01/2021 08:30,2021,1,1,9,30,0.000033313,3.32E-05,7.91E-05,4.00E+00,1.00E+00,0,,,
01/01/2021 08:45,2021,1,1,9,45,3.36E-05,3.22E-05,7.91E-05,4.00E+00,1.00E+00,0,,,
01/01/2021 09:00,2021,1,1,10,0,3.53E-05,3.03E-05,7.25E-05,4.00E+00,1.00E+00,0.001941617,,,
01/01/2021 09:15,2021,1,1,10,15,3.58E-05,3.04E-05,7.25E-05,4.00E+00,1.00E+00,0.00441768,,,
01/01/2021 09:30,2021,1,1,10,30,3.71E-05,0.000031426,7.25E-05,4.00E+00,1.00E+00,0.022208089,,,
01/01/2021 09:45,2021,1,1,10,45,3.72E-05,3.20E-05,7.25E-05,4.00E+00,1.00E+00,0.017510077,,,
01/01/2021 10:00,2021,1,1,11,0,0.000039106,3.16E-05,6.92E-05,4.00E+00,1.00E+00,0.0345985,,,
01/01/2021 10:15,2021,1,1,11,15,4.06E-05,3.18E-05,6.92E-05,4.00E+00,1.00E+00,0.071396194,,,
01/01/2021 10:30,2021,1,1,11,30,4.11E-05,3.33E-05,6.92E-05,4.00E+00,1.00E+00,0.115696958,,,
01/01/2021 10:45,2021,1,1,11,45,4.17E-05,0.000033532,6.92E-05,4.00E+00,1.00E+00,0.038907841,,,
01/01/2021 11:00,2021,1,1,12,0,4.20E-05,3.22E-05,6.73E-05,4.00E+00,1.00E+00,0.04488838,,,
01/01/2021 11:15,2021,1,1,12,15,4.28E-05,2.71E-05,6.73E-05,4.00E+00,1.00E+00,0.037945109,,,
01/01/2021 11:30,2021,1,1,12,30,4.33E-05,0.000027342,6.73E-05,4.00E+00,1.00E+00,0.260018238,,,
01/01/2021 11:45,2021,1,1,12,45,4.25E-05,2.78E-05,6.73E-05,4.00E+00,1.00E+00,0.214781441,,,
01/01/2021 12:00,2021,1,1,13,0,4.18E-05,2.86E-05,6.54E-05,4.00E+00,1.00E+00,0.270623089,,,
01/01/2021 12:15,2021,1,1,13,15,4.15E-05,2.91E-05,6.54E-05,4.00E+00,1.00E+00,0.076210454,,,
01/01/2021 12:30,2021,1,1,13,30,0.00004073,2.80E-05,6.54E-05,4.00E+00,1.00E+00,0.043172791,,,
01/01/2021 12:45,2021,1,1,13,45,4.05E-05,3.00E-05,6.54E-05,4.00E+00,1.00E+00,0.03160997,,,
01/01/2021 13:00,2021,1,1,14,0,4.11E-05,3.05E-05,6.40E-05,4.00E+00,1.00E+00,0.031827547,,,
01/01/2021 13:15,2021,1,1,14,15,0.000040026,3.13E-05,6.40E-05,4.00E+00,1.00E+00,0.03346522,,,
01/01/2021 13:30,2021,1,1,14,30,4.02E-05,3.75E-05,6.40E-05,4.00E+00,1.00E+00,0.035232361,,,
01/01/2021 13:45,2021,1,1,14,45,4.14E-05,3.89E-05,6.40E-05,4.00E+00,1.00E+00,0.044880637,,,
01/01/2021 14:00,2021,1,1,15,0,4.12E-05,4.42E-05,6.74E-05,4.00E+00,1.00E+00,0.047730641,,,
01/01/2021 14:15,2021,1,1,15,15,4.11E-05,4.25E-05,6.74E-05,4.00E+00,1.00E+00,0.030081587,,,
01/01/2021 14:30,2021,1,1,15,30,4.05E-05,4.01E-05,6.74E-05,4.00E+00,1.00E+00,0.015620958,,,
01/01/2021 14:45,2021,1,1,15,45,4.01E-05,4.02E-05,6.74E-05,4.00E+00,1.00E+00,0.009337715,,,
01/01/2021 15:00,2021,1,1,16,0,3.98E-05,3.58E-05,7.58E-05,4.00E+00,1.00E+00,0.012852495,,,
01/01/2021 15:15,2021,1,1,16,15,3.91E-05,3.46E-05,7.58E-05,4.00E+00,1.00E+00,0.010112493,,,
01/01/2021 15:30,2021,1,1,16,30,4.01E-05,3.24E-05,7.58E-05,4.00E+00,1.00E+00,0.005330003,,,
01/01/2021 15:45,2021,1,1,16,45,4.10E-05,3.41E-05,7.58E-05,4.00E+00,1.00E+00,0.004499886,,,
01/01/2021 16:00,2021,1,1,17,0,0.000042515,0.000036262,8.04E-05,4.00E+00,1.00E+00,0.003843967,,,
01/01/2021 16:15,2021,1,1,17,15,4.36E-05,0.000036339,8.04E-05,4.00E+00,1.00E+00,0.003439957,,,
01/01/2021 16:30,2021,1,1,17,30,4.39E-05,3.45E-05,8.04E-05,4.00E+00,1.00E+00,0.001033252,,,
01/01/2021 16:45,2021,1,1,17,45,4.47E-05,3.44E-05,8.04E-05,4.00E+00,1.00E+00,0.000116999,,,
01/01/2021 17:00,2021,1,1,18,0,4.55E-05,3.35E-05,7.94E-05,4.00E+00,1.00E+00,0,,,
01/01/2021 17:15,2021,1,1,18,15,4.55E-05,3.43E-05,7.94E-05,4.00E+00,1.00E+00,0,,,
01/01/2021 17:30,2021,1,1,18,30,4.46E-05,3.45E-05,7.94E-05,4.00E+00,1.00E+00,0,,,
01/01/2021 17:45,2021,1,1,18,45,4.35E-05,3.57E-05,7.94E-05,4.00E+00,1.00E+00,0,,,
01/01/2021 18:00,2021,1,1,19,0,4.31E-05,3.57E-05,7.55E-05,4.00E+00,1.00E+00,0,,,
01/01/2021 18:15,2021,1,1,19,15,4.33E-05,3.65E-05,7.55E-05,4.00E+00,1.00E+00,0,,,
01/01/2021 18:30,2021,1,1,19,30,4.18E-05,3.57E-05,7.55E-05,4.00E+00,1.00E+00,0,,,
01/01/2021 18:45,2021,1,1,19,45,4.09E-05,3.46E-05,7.55E-05,4.00E+00,1.00E+00,0,,,
01/01/2021 19:00,2021,1,1,20,0,3.99E-05,3.39E-05,7.13E-05,4.00E+00,1.00E+00,0,,,
01/01/2021 19:15,2021,1,1,20,15,0.00003979,3.28E-05,7.13E-05,4.00E+00,1.00E+00,0,,,
01/01/2021 19:30,2021,1,1,20,30,3.97E-05,3.40E-05,7.13E-05,4.00E+00,1.00E+00,0,,,
01/01/2021 19:45,2021,1,1,20,45,0.000039375,3.40E-05,7.13E-05,4.00E+00,1.00E+00,0,,,
01/01/2021 20:00,2021,1,1,21,0,3.81E-05,3.51E-05,6.35E-05,4.00E+00,1.00E+00,0,,,
01/01/2021 20:15,2021,1,1,21,15,3.74E-05,3.42E-05,6.35E-05,4.00E+00,1.00E+00,0,,,
01/01/2021 20:30,2021,1,1,21,30,3.74E-05,3.31E-05,6.35E-05,4.00E+00,1.00E+00,0,,,
01/01/2021 20:45,2021,1,1,21,45,3.88E-05,3.43E-05,6.35E-05,4.00E+00,1.00E+00,0,,,
01/01/2021 21:00,2021,1,1,22,0,3.67E-05,4.47E-05,4.85E-05,4.00E+00,1.00E+00,2.14023E-06,,,
01/01/2021 21:15,2021,1,1,22,15,3.58E-05,6.02E-05,4.85E-05,4.00E+00,1.00E+00,9.46938E-06,,,
01/01/2021 21:30,2021,1,1,22,30,3.42E-05,5.34E-05,4.85E-05,4.00E+00,1.00E+00,0,,,
01/01/2021 21:45,2021,1,1,22,45,3.30E-05,6.16E-05,4.85E-05,4.00E+00,1.00E+00,0,,,
01/01/2021 22:00,2021,1,1,23,0,0.000029868,7.14E-05,3.53E-05,4.00E+00,1.00E+00,0,,,
01/01/2021 22:15,2021,1,1,23,15,2.81E-05,7.93E-05,3.53E-05,4.00E+00,1.00E+00,0,,,
01/01/2021 22:30,2021,1,1,23,30,2.76E-05,8.05E-05,3.53E-05,4.00E+00,1.00E+00,0,,,
01/01/2021 22:45,2021,1,1,23,45,2.56E-05,7.75E-05,3.53E-05,4.00E+00,1.00E+00,0,,,
01/01/2021 23:00,2021,1,2,0,0,2.41E-05,8.74E-05,2.94E-05,4.00E+00,1.00E+00,0,,,
01/01/2021 23:15,2021,1,2,0,15,2.19E-05,7.26E-05,2.94E-05,4.00E+00,1.00E+00,0,,,
01/01/2021 23:30,2021,1,2,0,30,2.16E-05,6.87E-05,2.94E-05,4.00E+00,1.00E+00,0,,,
01/01/2021 23:45,2021,1,2,0,45,2.06E-05,0.000064963,2.94E-05,4.00E+00,1.00E+00,0,,,
02/01/2021 00:00,2021,1,2,1,0,1.99E-05,6.50E-05,2.80E-05,4.00E+00,1.00E+00,0,,,
02/01/2021 00:15,2021,1,2,1,15,0.000019652,0.000054718,2.80E-05,4.00E+00,1.00E+00,0,,,
02/01/2021 00:30,2021,1,2,1,30,1.92E-05,5.16E-05,2.80E-05,4.00E+00,1.00E+00,0,,,
02/01/2021 00:45,2021,1,2,1,45,1.93E-05,4.76E-05,2.80E-05,4.00E+00,1.00E+00,0,,,
02/01/2021 01:00,2021,1,2,2,0,1.86E-05,4.50E-05,2.80E-05,4.00E+00,1.00E+00,0,,,
02/01/2021 01:15,2021,1,2,2,15,1.83E-05,4.31E-05,2.80E-05,4.00E+00,1.00E+00,0,,,
02/01/2021 01:30,2021,1,2,2,30,1.80E-05,4.15E-05,2.80E-05,4.00E+00,1.00E+00,0,,,
02/01/2021 01:45,2021,1,2,2,45,1.76E-05,4.16E-05,2.80E-05,4.00E+00,1.00E+00,0,,,
02/01/2021 02:00,2021,1,2,3,0,1.70E-05,4.17E-05,2.91E-05,4.00E+00,1.00E+00,1.0719E-07,,,
02/01/2021 02:15,2021,1,2,3,15,1.65E-05,4.07E-05,2.91E-05,4.00E+00,1.00E+00,0,,,
02/01/2021 02:30,2021,1,2,3,30,1.58E-05,0.000040117,2.91E-05,4.00E+00,1.00E+00,0,,,
02/01/2021 02:45,2021,1,2,3,45,1.56E-05,4.05E-05,2.91E-05,4.00E+00,1.00E+00,0,,,
02/01/2021 03:00,2021,1,2,4,0,1.58E-05,3.93E-05,3.25E-05,4.00E+00,1.00E+00,0,,,
02/01/2021 03:15,2021,1,2,4,15,1.60E-05,3.71E-05,3.25E-05,4.00E+00,1.00E+00,0,,,
02/01/2021 03:30,2021,1,2,4,30,1.63E-05,3.71E-05,3.25E-05,4.00E+00,1.00E+00,0,,,
02/01/2021 03:45,2021,1,2,4,45,1.61E-05,3.89E-05,3.25E-05,4.00E+00,1.00E+00,0,,,
02/01/2021 04:00,2021,1,2,5,0,1.59E-05,4.06E-05,3.82E-05,4.00E+00,1.00E+00,0,,,
02/01/2021 04:15,2021,1,2,5,15,1.55E-05,4.28E-05,3.82E-05,4.00E+00,1.00E+00,0,,,
02/01/2021 04:30,2021,1,2,5,30,1.59E-05,4.26E-05,3.82E-05,4.00E+00,1.00E+00,0,,,
02/01/2021 04:45,2021,1,2,5,45,1.60E-05,4.14E-05,3.82E-05,4.00E+00,1.00E+00,0,,,
02/01/2021 05:00,2021,1,2,6,0,1.71E-05,0.000041453,6.09E-05,4.00E+00,1.00E+00,0,,,
02/01/2021 05:15,2021,1,2,6,15,1.77E-05,4.00E-05,6.09E-05,4.00E+00,1.00E+00,0,,,
02/01/2021 05:30,2021,1,2,6,30,1.82E-05,3.84E-05,6.09E-05,4.00E+00,1.00E+00,0,,,
02/01/2021 05:45,2021,1,2,6,45,1.91E-05,0.000034851,6.09E-05,4.00E+00,1.00E+00,0,,,
02/01/2021 06:00,2021,1,2,7,0,2.00E-05,3.00E-05,8.59E-05,4.00E+00,1.00E+00,0,,,
02/01/2021 06:15,2021,1,2,7,15,2.21E-05,3.02E-05,8.59E-05,4.00E+00,1.00E+00,0,,,
02/01/2021 06:30,2021,1,2,7,30,2.54E-05,0.000035445,8.59E-05,4.00E+00,1.00E+00,0,,,
02/01/2021 06:45,2021,1,2,7,45,2.80E-05,3.84E-05,8.59E-05,4.00E+00,1.00E+00,7.8151E-07,,,
02/01/2021 07:00,2021,1,2,8,0,3.24E-05,3.75E-05,9.88E-05,4.00E+00,1.00E+00,6.69994E-05,,,
02/01/2021 07:15,2021,1,2,8,15,3.55E-05,4.04E-05,9.88E-05,4.00E+00,1.00E+00,2.90475E-05,,,
02/01/2021 07:30,2021,1,2,8,30,3.76E-05,4.39E-05,9.88E-05,4.00E+00,1.00E+00,0,,,
02/01/2021 07:45,2021,1,2,8,45,3.88E-05,4.53E-05,9.88E-05,4.00E+00,1.00E+00,0,,,
02/01/2021 08:00,2021,1,2,9,0,4.09E-05,4.64E-05,9.37E-05,4.00E+00,1.00E+00,0,,,
02/01/2021 08:15,2021,1,2,9,15,4.25E-05,0.000047163,9.37E-05,4.00E+00,1.00E+00,0,,,
02/01/2021 08:30,2021,1,2,9,30,4.31E-05,4.66E-05,9.37E-05,4.00E+00,1.00E+00,0.000408597,,,
02/01/2021 08:45,2021,1,2,9,45,4.30E-05,4.63E-05,9.37E-05,4.00E+00,1.00E+00,0.000657591,,,
02/01/2021 09:00,2021,1,2,10,0,4.36E-05,4.44E-05,8.48E-05,4.00E+00,1.00E+00,0.001868243,,,
02/01/2021 09:15,2021,1,2,10,15,4.39E-05,4.41E-05,8.48E-05,4.00E+00,1.00E+00,0.002927675,,,
02/01/2021 09:30,2021,1,2,10,30,4.40E-05,4.44E-05,8.48E-05,4.00E+00,1.00E+00,0.005522505,,,
02/01/2021 09:45,2021,1,2,10,45,4.37E-05,4.35E-05,8.48E-05,4.00E+00,1.00E+00,0.007452566,,,
02/01/2021 10:00,2021,1,2,11,0,4.49E-05,4.32E-05,7.83E-05,4.00E+00,1.00E+00,0.011737255,,,
02/01/2021 10:15,2021,1,2,11,15,4.63E-05,4.41E-05,7.83E-05,4.00E+00,1.00E+00,0.018825604,,,
02/01/2021 10:30,2021,1,2,11,30,4.76E-05,4.56E-05,7.83E-05,4.00E+00,1.00E+00,0.02054241,,,
02/01/2021 10:45,2021,1,2,11,45,4.79E-05,4.59E-05,7.83E-05,4.00E+00,1.00E+00,0.023706816,,,
02/01/2021 11:00,2021,1,2,12,0,4.79E-05,4.36E-05,7.38E-05,4.00E+00,1.00E+00,0.031178038,,,
02/01/2021 11:15,2021,1,2,12,15,4.72E-05,3.86E-05,7.38E-05,4.00E+00,1.00E+00,0.047821735,,,
02/01/2021 11:30,2021,1,2,12,30,4.64E-05,3.95E-05,7.38E-05,4.00E+00,1.00E+00,0.076937807,,,
02/01/2021 11:45,2021,1,2,12,45,4.56E-05,3.93E-05,7.38E-05,4.00E+00,1.00E+00,0.06249786,,,
02/01/2021 12:00,2021,1,2,13,0,4.43E-05,4.16E-05,7.12E-05,4.00E+00,1.00E+00,0.060001694,,,
02/01/2021 12:15,2021,1,2,13,15,0.000043748,4.12E-05,7.12E-05,4.00E+00,1.00E+00,0.062588475,,,
02/01/2021 12:30,2021,1,2,13,30,4.33E-05,4.01E-05,7.12E-05,4.00E+00,1.00E+00,0.050956125,,,
02/01/2021 12:45,2021,1,2,13,45,0.000043254,4.18E-05,7.12E-05,4.00E+00,1.00E+00,0.039325693,,,
02/01/2021 13:00,2021,1,2,14,0,0.000042451,4.15E-05,6.94E-05,4.00E+00,1.00E+00,0.050487016,,,
02/01/2021 13:15,2021,1,2,14,15,4.14E-05,0.000041442,6.94E-05,4.00E+00,1.00E+00,0.049882996,,,
02/01/2021 13:30,2021,1,2,14,30,4.12E-05,4.60E-05,6.94E-05,4.00E+00,1.00E+00,0.0518177,,,
02/01/2021 13:45,2021,1,2,14,45,4.22E-05,0.000046973,6.94E-05,4.00E+00,1.00E+00,0.03890517,,,
02/01/2021 14:00,2021,1,2,15,0,4.25E-05,5.01E-05,7.01E-05,4.00E+00,1.00E+00,0.035713049,,,
02/01/2021 14:15,2021,1,2,15,15,4.17E-05,4.86E-05,7.01E-05,4.00E+00,1.00E+00,0.0171287,,,
02/01/2021 14:30,2021,1,2,15,30,4.15E-05,4.78E-05,7.01E-05,4.00E+00,1.00E+00,0.017597932,,,
02/01/2021 14:45,2021,1,2,15,45,4.18E-05,0.000047028,7.01E-05,4.00E+00,1.00E+00,0.02840035,,,
02/01/2021 15:00,2021,1,2,16,0,4.19E-05,4.27E-05,7.40E-05,4.00E+00,1.00E+00,0.015111933,,,
02/01/2021 15:15,2021,1,2,16,15,4.13E-05,4.25E-05,7.40E-05,4.00E+00,1.00E+00,0.015453909,,,
02/01/2021 15:30,2021,1,2,16,30,4.18E-05,3.98E-05,7.40E-05,4.00E+00,1.00E+00,0.019257199,,,
02/01/2021 15:45,2021,1,2,16,45,4.61E-05,4.42E-05,7.40E-05,4.00E+00,1.00E+00,0.011275958,,,
02/01/2021 16:00,2021,1,2,17,0,0.000049552,4.76E-05,7.64E-05,4.00E+00,1.00E+00,0.006586839,,,
02/01/2021 16:15,2021,1,2,17,15,5.09E-05,0.000049186,7.64E-05,4.00E+00,1.00E+00,0.005037995,,,
02/01/2021 16:30,2021,1,2,17,30,5.17E-05,4.90E-05,7.64E-05,4.00E+00,1.00E+00,0.003079227,,,
02/01/2021 16:45,2021,1,2,17,45,5.30E-05,0.000048991,7.64E-05,4.00E+00,1.00E+00,0.000624595,,,
02/01/2021 17:00,2021,1,2,18,0,5.42E-05,4.87E-05,7.48E-05,4.00E+00,1.00E+00,0.000239682,,,
02/01/2021 17:15,2021,1,2,18,15,5.40E-05,4.99E-05,7.48E-05,4.00E+00,1.00E+00,0,,,
02/01/2021 17:30,2021,1,2,18,30,5.26E-05,5.00E-05,7.48E-05,4.00E+00,1.00E+00,0,,,
02/01/2021 17:45,2021,1,2,18,45,5.14E-05,0.000049893,7.48E-05,4.00E+00,1.00E+00,0,,,
02/01/2021 18:00,2021,1,2,19,0,5.05E-05,4.94E-05,7.16E-05,4.00E+00,1.00E+00,0,,,
02/01/2021 18:15,2021,1,2,19,15,4.88E-05,4.84E-05,7.16E-05,4.00E+00,1.00E+00,0,,,
02/01/2021 18:30,2021,1,2,19,30,4.78E-05,4.76E-05,7.16E-05,4.00E+00,1.00E+00,0,,,
02/01/2021 18:45,2021,1,2,19,45,4.68E-05,4.65E-05,7.16E-05,4.00E+00,1.00E+00,0,,,
02/01/2021 19:00,2021,1,2,20,0,4.55E-05,0.000044473,6.82E-05,4.00E+00,1.00E+00,0,,,
02/01/2021 19:15,2021,1,2,20,15,4.51E-05,4.32E-05,6.82E-05,4.00E+00,1.00E+00,0,,,
02/01/2021 19:30,2021,1,2,20,30,4.43E-05,4.21E-05,6.82E-05,4.00E+00,1.00E+00,0,,,
02/01/2021 19:45,2021,1,2,20,45,4.30E-05,4.13E-05,6.82E-05,4.00E+00,1.00E+00,0,,,
02/01/2021 20:00,2021,1,2,21,0,4.14E-05,4.15E-05,0.000061579,4.00E+00,1.00E+00,0,,,
02/01/2021 20:15,2021,1,2,21,15,4.00E-05,4.03E-05,0.000061579,4.00E+00,1.00E+00,1.08759E-06,,,
02/01/2021 20:30,2021,1,2,21,30,3.93E-05,3.99E-05,0.000061579,4.00E+00,1.00E+00,0,,,
02/01/2021 20:45,2021,1,2,21,45,3.92E-05,3.95E-05,0.000061579,4.00E+00,1.00E+00,0,,,
02/01/2021 21:00,2021,1,2,22,0,3.68E-05,4.07E-05,4.95E-05,4.00E+00,1.00E+00,6.4385E-05,,,
02/01/2021 21:15,2021,1,2,22,15,3.51E-05,5.60E-05,4.95E-05,4.00E+00,1.00E+00,0.000139594,,,
02/01/2021 21:30,2021,1,2,22,30,3.34E-05,4.84E-05,4.95E-05,4.00E+00,1.00E+00,4.54539E-08,,,
02/01/2021 21:45,2021,1,2,22,45,0.000031826,5.78E-05,4.95E-05,4.00E+00,1.00E+00,0,,,
02/01/2021 22:00,2021,1,2,23,0,2.87E-05,6.91E-05,3.73E-05,4.00E+00,1.00E+00,0,,,
02/01/2021 22:15,2021,1,2,23,15,2.70E-05,7.68E-05,3.73E-05,4.00E+00,1.00E+00,0,,,
02/01/2021 22:30,2021,1,2,23,30,2.63E-05,7.93E-05,3.73E-05,4.00E+00,1.00E+00,0,,,
02/01/2021 22:45,2021,1,2,23,45,2.48E-05,7.78E-05,3.73E-05,4.00E+00,1.00E+00,2.74618E-05,,,
02/01/2021 23:00,2021,1,3,0,0,2.42E-05,8.35E-05,3.10E-05,4.00E+00,1.00E+00,8.14897E-05,,,
02/01/2021 23:15,2021,1,3,0,15,2.20E-05,6.92E-05,3.10E-05,4.00E+00,1.00E+00,6.84076E-05,,,
02/01/2021 23:30,2021,1,3,0,30,2.18E-05,0.000065721,3.10E-05,4.00E+00,1.00E+00,5.58223E-07,,,
02/01/2021 23:45,2021,1,3,0,45,2.09E-05,6.24E-05,3.10E-05,4.00E+00,1.00E+00,3.68089E-05,,,
03/01/2021 00:00,2021,1,3,1,0,2.01E-05,6.30E-05,2.92E-05,4.00E+00,1.00E+00,4.41847E-05,,,
03/01/2021 00:15,2021,1,3,1,15,1.99E-05,5.34E-05,2.92E-05,4.00E+00,1.00E+00,6.084E-05,,,
03/01/2021 00:30,2021,1,3,1,30,1.95E-05,0.000050609,2.92E-05,4.00E+00,1.00E+00,0.000158164,,,
03/01/2021 00:45,2021,1,3,1,45,1.95E-05,4.69E-05,2.92E-05,4.00E+00,1.00E+00,0.000238394,,,
03/01/2021 01:00,2021,1,3,2,0,1.90E-05,4.46E-05,2.87E-05,4.00E+00,1.00E+00,0.000170721,,,
03/01/2021 01:15,2021,1,3,2,15,1.86E-05,4.30E-05,2.87E-05,4.00E+00,1.00E+00,0,,,
03/01/2021 01:30,2021,1,3,2,30,1.83E-05,4.17E-05,2.87E-05,4.00E+00,1.00E+00,1.83928E-05,,,
03/01/2021 01:45,2021,1,3,2,45,1.78E-05,4.22E-05,2.87E-05,4.00E+00,1.00E+00,2.38172E-05,,,
03/01/2021 02:00,2021,1,3,3,0,0.000017164,4.27E-05,2.99E-05,4.00E+00,1.00E+00,0,,,
03/01/2021 02:15,2021,1,3,3,15,1.66E-05,4.18E-05,2.99E-05,4.00E+00,1.00E+00,0,,,
03/01/2021 02:30,2021,1,3,3,30,1.59E-05,4.12E-05,2.99E-05,4.00E+00,1.00E+00,0,,,
03/01/2021 02:45,2021,1,3,3,45,1.57E-05,4.14E-05,2.99E-05,4.00E+00,1.00E+00,5.47385E-06,,,
03/01/2021 03:00,2021,1,3,4,0,1.59E-05,3.99E-05,3.25E-05,4.00E+00,1.00E+00,2.87698E-05,,,
03/01/2021 03:15,2021,1,3,4,15,1.60E-05,3.71E-05,3.25E-05,4.00E+00,1.00E+00,1.22189E-06,,,
03/01/2021 03:30,2021,1,3,4,30,1.63E-05,3.61E-05,3.25E-05,4.00E+00,1.00E+00,2.10997E-06,,,
03/01/2021 03:45,2021,1,3,4,45,1.60E-05,3.76E-05,3.25E-05,4.00E+00,1.00E+00,0,,,
03/01/2021 04:00,2021,1,3,5,0,0.000015656,3.92E-05,3.83E-05,4.00E+00,1.00E+00,4.41978E-05,,,
03/01/2021 04:15,2021,1,3,5,15,1.53E-05,4.16E-05,3.83E-05,4.00E+00,1.00E+00,2.60762E-05,,,
03/01/2021 04:30,2021,1,3,5,30,1.55E-05,4.13E-05,3.83E-05,4.00E+00,1.00E+00,2.83417E-06,,,
03/01/2021 04:45,2021,1,3,5,45,1.55E-05,3.97E-05,3.83E-05,4.00E+00,1.00E+00,0,,,
03/01/2021 05:00,2021,1,3,6,0,1.64E-05,3.98E-05,5.84E-05,4.00E+00,1.00E+00,2.39806E-05,,,
03/01/2021 05:15,2021,1,3,6,15,1.69E-05,3.86E-05,5.84E-05,4.00E+00,1.00E+00,0,,,
03/01/2021 05:30,2021,1,3,6,30,1.72E-05,3.73E-05,5.84E-05,4.00E+00,1.00E+00,0.000146553,,,
03/01/2021 05:45,2021,1,3,6,45,1.79E-05,3.36E-05,5.84E-05,4.00E+00,1.00E+00,6.51994E-05,,,
03/01/2021 06:00,2021,1,3,7,0,0.000018269,2.83E-05,7.94E-05,4.00E+00,1.00E+00,0,,,
